Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,klabel,Label
-0.5284687397378239,-0.0860010771949196,-0.0667712577451769,-0.034306030756703,-0.048288171356838,-0.2486590949708654,-0.2111739867175207,-0.2478936127582887,-0.2551040974969863,-0.5575562727562886,-0.2894225317509187,-0.5916634449439249,-0.5282229559332479,0.0,0.0,-0.383683056228503,-0.4893777324065602,-0.4869173651470746,-0.0549620803166284,-0.5206681605243519,-0.3924876504707552,-0.4683992110617034,-0.4828850945963775,-0.0946705924851398,-0.3262638650809851,-0.2164044044493636,-0.2561962325748274,-0.276214645568117,-0.0879368399186694,-0.2002238891750264,0.0,-0.004201050309851,0.0,-0.0986358496183803,-0.0927094565837939,-0.1521176973486845,0.5325982761341648,-0.4410602834353505,-0.5673684319832873,-0.6230877550978614,-0.5670749396477422,-0.4311282578296589,-0.2502766067129723,-0.2002238891750264,-0.0118830987139342,1.2254728920670044,-0.7588651797934491,-0.2810490532092469,-0.004201050309851,-0.0118830987139342,0.5859684647458122,-0.6245369223940151,-0.2478936127582887,-0.5916634449439345,-0.0986358496183803,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860010771949196,-0.034306030756703,-0.0667712577451769,-0.0483351748768585,1.5814447197930164,-0.2575493539260567,-0.0585279065520196,1.919133862220967,-0.1098892891813315,-0.0817863313931983,-0.1286197619184162,-0.0948600784813901,-0.4587285357653331,-0.1376512549750774,-0.466440216124088,-0.4420572865732243,14.0,1
-0.5284684674346429,-0.0860010771949196,-0.0667712577451769,-0.034306030756703,-0.048288171356838,-0.2486590949708654,-0.2111739867175207,-0.2478936127582887,-0.2551040974969863,-0.5575562727562886,-0.2894225317509187,-0.5916634449439249,-0.5282229559332479,0.0,0.0,-0.383680973861342,-0.4893777324065602,-0.4869170610113257,-0.0549590597897191,-0.5206681605243519,-0.3924876504707552,-0.4683992110617034,-0.4828850945963775,-0.0946705924851398,-0.3262638650809851,-0.2164044044493636,-0.2561962325748274,-0.276214645568117,-0.0879368399186694,-0.2002238891750264,0.0,-0.004201050309851,0.0,-0.0986358496183803,-0.0927094565837939,-0.1774838060475324,0.3644532323924628,-0.4410602834353505,-0.5673684319832873,-0.6230877550978614,-0.5670749396477422,-0.4311282578296589,-0.2502766067129723,-0.2002238891750264,-0.0118830987139342,1.2254728920670044,-0.7588651797934491,-0.2810490532092469,-0.004201050309851,-0.0118830987139342,0.5859684647458122,-0.6245369223940151,-0.2478936127582887,-0.5916634449439345,-0.0986358496183803,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860010771949196,-0.034306030756703,-0.0667712577451769,-0.0483351748768585,1.5814447197930164,-0.2575493539260567,-0.0585279065520196,1.919133862220967,-0.1098892891813315,-0.0817863313931983,-0.1286197619184162,-0.0948600784813901,-0.4587285357653331,-0.1376512549750774,-0.466440216124088,-0.4420572865732243,27.0,1
-0.5284684674346429,-0.0860010771949196,-0.0667712577451769,-0.034306030756703,-0.048288171356838,-0.2486590949708654,-0.2111739867175207,-0.2478936127582887,-0.2551040974969863,-0.5575562727562886,-0.2894225317509187,-0.5916634449439249,-0.5282229559332479,0.0,0.0,-0.383680973861342,-0.4893777324065602,-0.4869170610113257,-0.0549590597897191,-0.5206681605243519,-0.3924876504707552,-0.4683992110617034,-0.4828850945963775,-0.0946705924851398,-0.3262638650809851,-0.2164044044493636,-0.2561962325748274,-0.276214645568117,-0.0879368399186694,-0.2002238891750264,0.0,-0.004201050309851,0.0,-0.0986358496183803,-0.0927094565837939,-0.1774838060475324,0.3644532323924628,-0.4410602834353505,-0.5673684319832873,-0.6230877550978614,-0.5670749396477422,-0.4311282578296589,-0.2502766067129723,-0.2002238891750264,-0.0118830987139342,1.2254728920670044,-0.7588651797934491,-0.2810490532092469,-0.004201050309851,-0.0118830987139342,0.5859684647458122,-0.6245369223940151,-0.2478936127582887,-0.5916634449439345,-0.0986358496183803,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860010771949196,-0.034306030756703,-0.0667712577451769,-0.0483351748768585,1.5814447197930164,-0.2575493539260567,-0.0585279065520196,1.919133862220967,-0.1098892891813315,-0.0817863313931983,-0.1286197619184162,-0.0948600784813901,-0.4587285357653331,-0.1376512549750774,-0.466440216124088,-0.4420572865732243,27.0,1
-0.5284684674346429,-0.0860010771949196,-0.0667712577451769,-0.034306030756703,-0.048288171356838,-0.2486590949708654,-0.2111739867175207,-0.2478936127582887,-0.2551040974969863,-0.5575562727562886,-0.2894225317509187,-0.5916634449439249,-0.5282229559332479,0.0,0.0,-0.383680973861342,-0.4893777324065602,-0.4869170610113257,-0.0549590597897191,-0.5206681605243519,-0.3924876504707552,-0.4683992110617034,-0.4828850945963775,-0.0946705924851398,-0.3262638650809851,-0.2164044044493636,-0.2561962325748274,-0.276214645568117,-0.0879368399186694,-0.2002238891750264,0.0,-0.004201050309851,0.0,-0.0986358496183803,-0.0927094565837939,-0.1774838060475324,0.3644532323924628,-0.4410602834353505,-0.5673684319832873,-0.6230877550978614,-0.5670749396477422,-0.4311282578296589,-0.2502766067129723,-0.2002238891750264,-0.0118830987139342,1.2254728920670044,-0.7588651797934491,-0.2810490532092469,-0.004201050309851,-0.0118830987139342,0.5859684647458122,-0.6245369223940151,-0.2478936127582887,-0.5916634449439345,-0.0986358496183803,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860010771949196,-0.034306030756703,-0.0667712577451769,-0.0483351748768585,1.5814447197930164,-0.2575493539260567,-0.0585279065520196,1.919133862220967,-0.1098892891813315,-0.0817863313931983,-0.1286197619184162,-0.0948600784813901,-0.4587285357653331,-0.1376512549750774,-0.466440216124088,-0.4420572865732243,27.0,1
-0.5284683585133705,-0.0860010771949196,-0.0667712577451769,-0.034306030756703,-0.048288171356838,-0.2486590949708654,-0.2111739867175207,-0.2478936127582887,-0.2551040974969863,-0.5575562727562886,-0.2894225317509187,-0.5916634449439249,-0.5282229559332479,0.0,0.0,-0.3836801409144776,-0.4893777324065602,-0.4869169393570262,-0.0549578515789554,-0.5206681605243519,-0.3924876504707552,-0.4683992110617034,-0.4828850945963775,-0.0946705924851398,-0.3262638650809851,-0.2164044044493636,-0.2561962325748274,-0.276214645568117,-0.0879368399186694,-0.2002238891750264,0.0,-0.004201050309851,0.0,-0.0986358496183803,-0.0927094565837939,-0.1846708702003763,0.3168121365231052,-0.4410602834353505,-0.5673684319832873,-0.6230877550978614,-0.5670749396477422,-0.4311282578296589,-0.2502766067129723,-0.2002238891750264,-0.0118830987139342,1.2254728920670044,-0.7588651797934491,-0.2810490532092469,-0.004201050309851,-0.0118830987139342,0.5859684647458122,-0.6245369223940151,-0.2478936127582887,-0.5916634449439345,-0.0986358496183803,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860010771949196,-0.034306030756703,-0.0667712577451769,-0.0483351748768585,1.5814447197930164,-0.2575493539260567,-0.0585279065520196,1.919133862220967,-0.1098892891813315,-0.0817863313931983,-0.1286197619184162,-0.0948600784813901,-0.4587285357653331,-0.1376512549750774,-0.466440216124088,-0.4420572865732243,78.0,1
-0.5284686035862334,-0.0860010771949196,-0.0667712577451769,-0.034306030756703,-0.048288171356838,-0.2486590949708654,-0.2111739867175207,-0.2478936127582887,-0.2551040974969863,-0.5575562727562886,-0.2894225317509187,-0.5916634449439249,-0.5282229559332479,0.0,0.0,-0.3836820150449225,-0.4893777324065602,-0.4869172130792001,-0.0549605700531738,-0.5206681605243519,-0.3924876504707552,-0.4683992110617034,-0.4828850945963775,-0.0946705924851398,-0.3262638650809851,-0.2164044044493636,-0.2561962325748274,-0.276214645568117,-0.0879368399186694,-0.2002238891750264,0.0,-0.004201050309851,0.0,-0.0986358496183803,-0.0927094565837939,-0.1664267843235502,0.4377472257086851,-0.4410602834353505,-0.5673684319832873,-0.6230877550978614,-0.5670749396477422,-0.4311282578296589,-0.2502766067129723,-0.2002238891750264,-0.0118830987139342,1.2254728920670044,-0.7588651797934491,-0.2810490532092469,-0.004201050309851,-0.0118830987139342,0.5859684647458122,-0.6245369223940151,-0.2478936127582887,-0.5916634449439345,-0.0986358496183803,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860010771949196,-0.034306030756703,-0.0667712577451769,-0.0483351748768585,1.5814447197930164,-0.2575493539260567,-0.0585279065520196,1.919133862220967,-0.1098892891813315,-0.0817863313931983,-0.1286197619184162,-0.0948600784813901,-0.4587285357653331,-0.1376512549750774,-0.466440216124088,-0.4420572865732243,117.0,1
-0.528468521895279,-0.0860010771949196,-0.0667712577451769,-0.0342123630689477,-0.048288171356838,-0.2456698540395862,-0.1693819587286296,-0.2364051085897547,-0.2551040974969863,-0.5575562727562886,-0.2894225317509187,-0.5916634449439249,-0.5282229559332479,0.0,0.0,-0.3836813903347742,-0.4893777324065602,-0.4869171218384755,-0.054959663895101,-0.5206681605243519,-0.3924876504707552,-0.4683992110617034,-0.4828850945963775,-0.0946705924851398,-0.3262638650809851,-0.2164044044493636,-0.2561962325748274,-0.276214645568117,-0.0879368399186694,-0.2002238891750264,0.0,-0.004201050309851,0.0,-0.1117793011235614,-0.0927094565837939,-0.1733769122675917,0.3916767156026415,-0.3398023374913729,-0.5673684319832873,-0.6198172560056342,-0.568381880238974,-0.4311310348298057,-0.2502766067129723,-0.2002238891750264,-0.0118830987139342,1.2254728920670044,-0.7588651797934491,-0.2810490532092469,-0.004201050309851,-0.0118830987139342,0.5859684647458122,-0.62006669677091,-0.2364051085897547,-0.5916634449439345,-0.1117793011235614,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860010771949196,-0.0342123630689477,-0.0667712577451769,-0.0483351748768585,-0.5242893639295209,-0.2575493539260567,-0.0585279065520196,-0.4349034111170323,-0.1098892891813315,-0.0817863313931983,-0.1286197619184162,-0.0948600784813901,-0.4587285357653331,-0.1376512549750774,-0.466440216124088,-0.4420572865732243,119.0,1
-0.5284675688341453,-0.0860010771949196,-0.0667712577451769,-0.034306030756703,-0.048288171356838,-0.2486590949708654,-0.2111739867175207,-0.2478936127582887,-0.2551040974969863,-0.5575562727562886,-0.2894225317509187,-0.5916634449439249,-0.5282229559332479,0.0,0.0,-0.3836741020497107,-0.4893777324065602,-0.4869160573633546,-0.0549490920509183,-0.5206681605243519,-0.3924876504707552,-0.4683992110617034,-0.4828850945963775,-0.0946705924851398,-0.3262638650809851,-0.2164044044493636,-0.2561962325748274,-0.276214645568117,-0.0879368399186694,-0.2002238891750264,0.0,-0.004201050309851,0.0,-0.0986358496183803,-0.0927094565837939,-0.2144458501428941,0.1194418829977647,-0.4410602834353505,-0.5673684319832873,-0.6230877550978614,-0.5670749396477422,-0.4311282578296589,-0.2502766067129723,-0.2002238891750264,-0.0118830987139342,1.2254728920670044,-0.7588651797934491,-0.2810490532092469,-0.004201050309851,-0.0118830987139342,0.5859684647458122,-0.6245369223940151,-0.2478936127582887,-0.5916634449439345,-0.0986358496183803,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860010771949196,-0.034306030756703,-0.0667712577451769,-0.0483351748768585,1.5814447197930164,-0.2575493539260567,-0.0585279065520196,1.919133862220967,-0.1098892891813315,-0.0817863313931983,-0.1286197619184162,-0.0948600784813901,-0.4587285357653331,-0.1376512549750774,-0.466440216124088,-0.4420572865732243,122.0,1
-0.5284681679011437,-0.0860010771949196,-0.0667712577451769,-0.0342123630689477,-0.048288171356838,-0.2456698540395862,-0.1693819587286296,-0.2364051085897547,-0.2551040974969863,-0.5575562727562886,-0.2894225317509187,-0.5916634449439249,-0.5282229559332479,0.0,0.0,-0.3836786832574649,-0.4893777324065602,-0.486916726462002,-0.0549557372101189,-0.5206681605243519,-0.3924876504707552,-0.4683992110617034,-0.4828850945963775,-0.0946705924851398,-0.3262638650809851,-0.2164044044493636,-0.2561962325748274,-0.276214645568117,-0.0879368399186694,-0.2002238891750264,0.0,-0.004201050309851,0.0,-0.1117793011235614,-0.0927094565837939,-0.1947327599764101,0.2501146025575494,-0.3398023374913729,-0.5673684319832873,-0.6198172560056342,-0.568381880238974,-0.4311310348298057,-0.2502766067129723,-0.2002238891750264,-0.0118830987139342,1.2254728920670044,-0.7588651797934491,-0.2810490532092469,-0.004201050309851,-0.0118830987139342,0.5859684647458122,-0.62006669677091,-0.2364051085897547,-0.5916634449439345,-0.1117793011235614,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860010771949196,-0.0342123630689477,-0.0667712577451769,-0.0483351748768585,-0.5242893639295209,-0.2575493539260567,-0.0585279065520196,-0.4349034111170323,-0.1098892891813315,-0.0817863313931983,-0.1286197619184162,-0.0948600784813901,-0.4587285357653331,-0.1376512549750774,-0.466440216124088,-0.4420572865732243,127.0,1
-0.5284683312830524,-0.0860010771949196,-0.0667712577451769,-0.034306030756703,-0.048288171356838,-0.2486590949708654,-0.2111739867175207,-0.2478936127582887,-0.2551040974969863,-0.5575562727562886,-0.2894225317509187,-0.5916634449439249,-0.5282229559332479,0.0,0.0,-0.3836799326777615,-0.4893777324065602,-0.4869169089434513,-0.0549575495262644,-0.5206681605243519,-0.3924876504707552,-0.4683992110617034,-0.4828850945963775,-0.0946705924851398,-0.3262638650809851,-0.2164044044493636,-0.2561962325748274,-0.276214645568117,-0.0879368399186694,-0.2002238891750264,0.0,-0.004201050309851,0.0,-0.0986358496183803,-0.0927094565837939,-0.1862842927296761,0.30611719687021,-0.4410602834353505,-0.5673684319832873,-0.6230877550978614,-0.5670749396477422,-0.4311282578296589,-0.2502766067129723,-0.2002238891750264,-0.0118830987139342,1.2254728920670044,-0.7588651797934491,-0.2810490532092469,-0.004201050309851,-0.0118830987139342,0.5859684647458122,-0.6245369223940151,-0.2478936127582887,-0.5916634449439345,-0.0986358496183803,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860010771949196,-0.034306030756703,-0.0667712577451769,-0.0483351748768585,1.5814447197930164,-0.2575493539260567,-0.0585279065520196,1.919133862220967,-0.1098892891813315,-0.0817863313931983,-0.1286197619184162,-0.0948600784813901,-0.4587285357653331,-0.1376512549750774,-0.466440216124088,-0.4420572865732243,157.0,1
